ORTHO,PHON,GPMATCH
accompagna,ak§paNa,(a-a.cc-k.om-§.p-p.a-a.gn-N.a-a)
accompagnai,ak§paNE,(a-a.cc-k.om-§.p-p.a-a.gn-N.ai-E)
accompagnaient,ak§paNE,(a-a.cc-k.om-§.p-p.a-a.gn-N.ai-E.e-#.n-#.t-#)
accompagnais,ak§paNE,(a-a.cc-k.om-§.p-p.a-a.gn-N.ai-E.s-#)
accompagnait,ak§paNE,(a-a.cc-k.om-§.p-p.a-a.gn-N.ai-E.t-#)
accompagnant,ak§paN@,(a-a.cc-k.om-§.p-p.a-a.gn-N.an-@.t-#)
accompagnateur,ak§paNat9R,(a-a.cc-k.om-§.p-p.a-a.gn-N.a-a.t-t.eu-9.r-R)
accompagne,ak§paN,(a-a.cc-k.om-§.p-p.a-a.gn-N.e-#)
accompagné,ak§paNe,(a-a.cc-k.om-§.p-p.a-a.gn-N.é-e)
accompagné,ak§paNe,(a-a.cc-k.om-§.p-p.a-a.gn-N.é-e)
accompagnée,ak§paNe,(a-a.cc-k.om-§.p-p.a-a.gn-N.é-e.e-#)
accompagnées,ak§paNe,(a-a.cc-k.om-§.p-p.a-a.gn-N.é-e.e-#.s-#)
accompagnement,ak§paNm@,(a-a.cc-k.om-§.p-p.a-a.gn-N.e-#.m-m.en-@.t-#)
accompagnent,ak§paN,(a-a.cc-k.om-§.p-p.a-a.gn-N.e-#.n-#.t-#)
accompagner,ak§paNe,(a-a.cc-k.om-§.p-p.a-a.gn-N.er-e)
accompagnera,ak§paNRa,(a-a.cc-k.om-§.p-p.a-a.gn-N.e-#.r-R.a-a)
accompagnerait,ak§paNRE,(a-a.cc-k.om-§.p-p.a-a.gn-N.e-#.r-R.ai-E.t-#)
accompagnèrent,ak§paNER,(a-a.cc-k.om-§.p-p.a-a.gn-N.è-E.r-R.e-#.n-#.t-#)
accompagnerez,ak§paNRe,(a-a.cc-k.om-§.p-p.a-a.gn-N.e-#.r-R.ez-e)
accompagnerons,ak§paNR§,(a-a.cc-k.om-§.p-p.a-a.gn-N.e-#.r-R.on-§.s-#)
accompagneront,ak§paNR§,(a-a.cc-k.om-§.p-p.a-a.gn-N.e-#.r-R.on-§.t-#)
accompagnes,ak§paN,(a-a.cc-k.om-§.p-p.a-a.gn-N.e-#.s-#)
accompagnés,ak§paNe,(a-a.cc-k.om-§.p-p.a-a.gn-N.é-e.s-#)
accompagnés,ak§paNe,(a-a.cc-k.om-§.p-p.a-a.gn-N.é-e.s-#)
accompagnez,ak§paNe,(a-a.cc-k.om-§.p-p.a-a.gn-N.ez-e)
accompagnons,ak§paN§,(a-a.cc-k.om-§.p-p.a-a.gn-N.on-§.s-#)
accompli,ak§pli,(a-a.cc-k.om-§.p-p.l-l.i-i)
accompli,ak§pli,(a-a.cc-k.om-§.p-p.l-l.i-i)
accomplie,ak§pli,(a-a.cc-k.om-§.p-p.l-l.i-i.e-#)
accomplie,ak§pli,(a-a.cc-k.om-§.p-p.l-l.i-i.e-#)
accomplies,ak§pli,(a-a.cc-k.om-§.p-p.l-l.i-i.e-#.s-#)
accomplir,ak§pliR,(a-a.cc-k.om-§.p-p.l-l.i-i.r-R)
accomplira,ak§pliRa,(a-a.cc-k.om-§.p-p.l-l.i-i.r-R.a-a)
accomplis,ak§pli,(a-a.cc-k.om-§.p-p.l-l.i-i.s-#)
accomplis,ak§pli,(a-a.cc-k.om-§.p-p.l-l.i-i.s-#)
accomplissait,ak§plisE,(a-a.cc-k.om-§.p-p.l-l.i-i.ss-s.ai-E.t-#)
accomplissant,ak§plis@,(a-a.cc-k.om-§.p-p.l-l.i-i.ss-s.an-@.t-#)
accomplissement,ak§plism@,(a-a.cc-k.om-§.p-p.l-l.i-i.ss-s.e-#.m-m.en-@.t-#)
accomplissent,ak§plis,(a-a.cc-k.om-§.p-p.l-l.i-i.ss-s.e-#.n-#.t-#)
accomplit,ak§pli,(a-a.cc-k.om-§.p-p.l-l.i-i.t-#)
accord,akoR,(a-a.cc-k.o-o.r-R.d-#)
accorda,akoRda,(a-a.cc-k.o-o.r-R.d-d.a-a)
accordait,akoRdE,(a-a.cc-k.o-o.r-R.d-d.ai-E.t-#)
accordant,akoRd@,(a-a.cc-k.o-o.r-R.d-d.an-@.t-#)
accorde,akoRd%,(a-a.cc-k.o-o.r-R.d-d.e-%)
accordé,akoRde,(a-a.cc-k.o-o.r-R.d-d.é-e)
accordées,akoRde,(a-a.cc-k.o-o.r-R.d-d.é-e.e-#.s-#)
accordent,akoRd%,(a-a.cc-k.o-o.r-R.d-d.e-%.n-#.t-#)
accordéon,akoRde§,(a-a.cc-k.o-o.r-R.d-d.é-e.on-§)
accordéoniste,akoRdeonist%,(a-a.cc-k.o-o.r-R.d-d.é-e.o-o.n-n.i-i.s-s.t-t.e-%)
accorder,akoRde,(a-a.cc-k.o-o.r-R.d-d.er-e)
accordera,akoRd%Ra,(a-a.cc-k.o-o.r-R.d-d.e-%.r-R.a-a)
accorderai,akoRd%RE,(a-a.cc-k.o-o.r-R.d-d.e-%.r-R.ai-E)
accorderas,akoRd%Ra,(a-a.cc-k.o-o.r-R.d-d.e-%.r-R.a-a.s-#)
accordèrent,akoRdER,(a-a.cc-k.o-o.r-R.d-d.è-E.r-R.e-#.n-#.t-#)
accordes,akoRd%,(a-a.cc-k.o-o.r-R.d-d.e-%.s-#)
accordeur,akoRd9R,(a-a.cc-k.o-o.r-R.d-d.eu-9.r-R)
accordez,akoRde,(a-a.cc-k.o-o.r-R.d-d.ez-e)
accordons,akoRd§,(a-a.cc-k.o-o.r-R.d-d.on-§.s-#)
accords,akoR,(a-a.cc-k.o-o.r-R.d-#.s-#)
accosta,akosta,(a-a.cc-k.o-o.s-s.t-t.a-a)
accostaient,akostE,(a-a.cc-k.o-o.s-s.t-t.ai-E.e-#.n-#.t-#)
accostant,akost@,(a-a.cc-k.o-o.s-s.t-t.an-@.t-#)
accosté,akoste,(a-a.cc-k.o-o.s-s.t-t.é-e)
accostent,akost%,(a-a.cc-k.o-o.s-s.t-t.e-%.n-#.t-#)
accoster,akoste,(a-a.cc-k.o-o.s-s.t-t.er-e)
accota,akota,(a-a.cc-k.o-o.t-t.a-a)
accotement,akotm@,(a-a.cc-k.o-o.t-t.e-#.m-m.en-@.t-#)
accotèrent,akotER,(a-a.cc-k.o-o.t-t.è-E.r-R.e-#.n-#.t-#)
accoucha,akuSa,(a-a.cc-k.ou-u.ch-S.a-a)
accouchement,akuSm@,(a-a.cc-k.ou-u.ch-S.e-#.m-m.en-@.t-#)
accouda,akuda,(a-a.cc-k.ou-u.d-d.a-a)
accoudé,akude,(a-a.cc-k.ou-u.d-d.é-e)
accoudoir,akudwaR,(a-a.cc-k.ou-u.d-d.oi-wa.r-R)
accoudoirs,akudwaR,(a-a.cc-k.ou-u.d-d.oi-wa.r-R.s-#)
accouple,akupl%,(a-a.cc-k.ou-u.p-p.l-l.e-%)
accoupler,akuple,(a-a.cc-k.ou-u.p-p.l-l.er-e)
accouraient,akuRE,(a-a.cc-k.ou-u.r-R.ai-E.e-#.n-#.t-#)
accourait,akuRE,(a-a.cc-k.ou-u.r-R.ai-E.t-#)
accourent,akuR,(a-a.cc-k.ou-u.r-R.e-#.n-#.t-#)
accourez,akuRe,(a-a.cc-k.ou-u.r-R.ez-e)
accourions,akuRj§,(a-a.cc-k.ou-u.r-R.i-j.on-§.s-#)
accourir,akuRiR,(a-a.cc-k.ou-u.r-R.i-i.r-R)
accourraient,akuRE,(a-a.cc-k.ou-u.rr-R.ai-E.e-#.n-#.t-#)
accours,akuR,(a-a.cc-k.ou-u.r-R.s-#)
accourt,akuR,(a-a.cc-k.ou-u.r-R.t-#)
accourue,akuRy,(a-a.cc-k.ou-u.r-R.u-y.e-#)
accourûmes,akuRym,(a-a.cc-k.ou-u.r-R.û-y.m-m.e-#.s-#)
accoururent,akuRyR,(a-a.cc-k.ou-u.r-R.u-y.r-R.e-#.n-#.t-#)
accourus,akuRy,(a-a.cc-k.ou-u.r-R.u-y.s-#)
accourut,akuRy,(a-a.cc-k.ou-u.r-R.u-y.t-#)
accoutré,akutRe,(a-a.cc-k.ou-u.t-t.r-R.é-e)
accoutrer,akutRe,(a-a.cc-k.ou-u.t-t.r-R.er-e)
accoutumé,akutyme,(a-a.cc-k.ou-u.t-t.u-y.m-m.é-e)
accoutumée,akutyme,(a-a.cc-k.ou-u.t-t.u-y.m-m.é-e.e-#)
accoutumée,akutyme,(a-a.cc-k.ou-u.t-t.u-y.m-m.é-e.e-#)
accroc,akRO,(a-a.cc-k.r-R.o-O.c-#)
accrocha,akRoSa,(a-a.cc-k.r-R.o-o.ch-S.a-a)
accrochage,akRoSaZ,(a-a.cc-k.r-R.o-o.ch-S.a-a.g-Z.e-#)
accrochai,akRoSE,(a-a.cc-k.r-R.o-o.ch-S.ai-E)
accrochaient,akRoSE,(a-a.cc-k.r-R.o-o.ch-S.ai-E.e-#.n-#.t-#)
accrochait,akRoSE,(a-a.cc-k.r-R.o-o.ch-S.ai-E.t-#)
accrochant,akRoS@,(a-a.cc-k.r-R.o-o.ch-S.an-@.t-#)
accroche,akRoS,(a-a.cc-k.r-R.o-o.ch-S.e-#)
accroche,akRoS,(a-a.cc-k.r-R.o-o.ch-S.e-#)
accroché,akRoSe,(a-a.cc-k.r-R.o-o.ch-S.é-e)
accroché,akRoSe,(a-a.cc-k.r-R.o-o.ch-S.é-e)
accrochée,akRoSe,(a-a.cc-k.r-R.o-o.ch-S.é-e.e-#)
accrochées,akRoSe,(a-a.cc-k.r-R.o-o.ch-S.é-e.e-#.s-#)
accrochées,akRoSe,(a-a.cc-k.r-R.o-o.ch-S.é-e.e-#.s-#)
accrochent,akRoS,(a-a.cc-k.r-R.o-o.ch-S.e-#.n-#.t-#)
accrocher,akRoSe,(a-a.cc-k.r-R.o-o.ch-S.er-e)
accrochera,akRoSRa,(a-a.cc-k.r-R.o-o.ch-S.e-#.r-R.a-a)
accrocherai,akRoSRE,(a-a.cc-k.r-R.o-o.ch-S.e-#.r-R.ai-E)
accrocherais,akRoSRE,(a-a.cc-k.r-R.o-o.ch-S.e-#.r-R.ai-E.s-#)
accrocherait,akRoSRE,(a-a.cc-k.r-R.o-o.ch-S.e-#.r-R.ai-E.t-#)
accrochèrent,akRoSER,(a-a.cc-k.r-R.o-o.ch-S.è-E.r-R.e-#.n-#.t-#)
accrocherez,akRoSRe,(a-a.cc-k.r-R.o-o.ch-S.e-#.r-R.ez-e)
accroches,akRoS,(a-a.cc-k.r-R.o-o.ch-S.e-#.s-#)
accrochés,akRoSe,(a-a.cc-k.r-R.o-o.ch-S.é-e.s-#)
accrochés,akRoSe,(a-a.cc-k.r-R.o-o.ch-S.é-e.s-#)
accrochez,akRoSe,(a-a.cc-k.r-R.o-o.ch-S.ez-e)
accroît,akRwa,(a-a.cc-k.r-R.oî-wa.t-#)
accroître,akRwatR%,(a-a.cc-k.r-R.oî-wa.t-t.r-R.e-%)
accroupi,akRupi,(a-a.cc-k.r-R.ou-u.p-p.i-i)
accroupi,akRupi,(a-a.cc-k.r-R.ou-u.p-p.i-i)
accroupie,akRupi,(a-a.cc-k.r-R.ou-u.p-p.i-i.e-#)
accroupir,akRupiR,(a-a.cc-k.r-R.ou-u.p-p.i-i.r-R)
accroupis,akRupi,(a-a.cc-k.r-R.ou-u.p-p.i-i.s-#)
accroupis,akRupi,(a-a.cc-k.r-R.ou-u.p-p.i-i.s-#)
accroupit,akRupi,(a-a.cc-k.r-R.ou-u.p-p.i-i.t-#)
accrut,akRy,(a-a.cc-k.r-R.u-y.t-#)
accueil,ak9j,(a-a.cc-k.ue-9.il-j)
accueillait,ak9jE,(a-a.cc-k.ue-9.ill-j.ai-E.t-#)
accueillant,ak9j@,(a-a.cc-k.ue-9.ill-j.an-@.t-#)
accueillant,ak9j@,(a-a.cc-k.ue-9.ill-j.an-@.t-#)
accueillante,ak9j@t,(a-a.cc-k.ue-9.ill-j.an-@.t-t.e-#)
accueillantes,ak9j@t,(a-a.cc-k.ue-9.ill-j.an-@.t-t.e-#.s-#)
accueille,ak9j,(a-a.cc-k.ue-9.ill-j.e-#)
accueillent,ak9j,(a-a.cc-k.ue-9.ill-j.e-#.n-#.t-#)
accueillera,ak9jRa,(a-a.cc-k.ue-9.ill-j.e-#.r-R.a-a)
accueillerai,ak9jRE,(a-a.cc-k.ue-9.ill-j.e-#.r-R.ai-E)
accueillerait,ak9jRE,(a-a.cc-k.ue-9.ill-j.e-#.r-R.ai-E.t-#)
accueilleront,ak9jR§,(a-a.cc-k.ue-9.ill-j.e-#.r-R.on-§.t-#)
accueilles,ak9j,(a-a.cc-k.ue-9.ill-j.e-#.s-#)
accueilli,ak9ji,(a-a.cc-k.ue-9.illi-ji)
accueillie,ak9ji,(a-a.cc-k.ue-9.illi-ji.e-#)
accueillir,ak9jiR,(a-a.cc-k.ue-9.illi-ji.r-R)
accueillirent,ak9jiR,(a-a.cc-k.ue-9.illi-ji.r-R.e-#.n-#.t-#)
accueillis,ak9ji,(a-a.cc-k.ue-9.illi-ji.s-#)
accueillit,ak9ji,(a-a.cc-k.ue-9.illi-ji.t-#)
accueillons,ak9j§,(a-a.cc-k.ue-9.ill-j.on-§.s-#)
acculé,akyle,(a-a.cc-k.u-y.l-l.é-e)
acculer,akyle,(a-a.cc-k.u-y.l-l.er-e)
accumula,akymyla,(a-a.cc-k.u-y.m-m.u-y.l-l.a-a)
accumulaient,akymylE,(a-a.cc-k.u-y.m-m.u-y.l-l.ai-E.e-#.n-#.t-#)
accumulait,akymylE,(a-a.cc-k.u-y.m-m.u-y.l-l.ai-E.t-#)
accumulateur,akymylat9R,(a-a.cc-k.u-y.m-m.u-y.l-l.a-a.t-t.eu-9.r-R)
accumulation,akymylasj§,(a-a.cc-k.u-y.m-m.u-y.l-l.a-a.t-s.i-j.on-§)
accumule,akymyl,(a-a.cc-k.u-y.m-m.u-y.l-l.e-#)
accumulé,akymyle,(a-a.cc-k.u-y.m-m.u-y.l-l.é-e)
accumulent,akymyl,(a-a.cc-k.u-y.m-m.u-y.l-l.e-#.n-#.t-#)
accumulés,akymyle,(a-a.cc-k.u-y.m-m.u-y.l-l.é-e.s-#)
accus,aky,(a-a.cc-k.u-y.s-#)
accusa,akyza,(a-a.cc-k.u-y.s-z.a-a)
accusait,akyzE,(a-a.cc-k.u-y.s-z.ai-E.t-#)
accusation,akyzasj§,(a-a.cc-k.u-y.s-z.a-a.t-s.i-j.on-§)
accusations,akyzasj§,(a-a.cc-k.u-y.s-z.a-a.t-s.i-j.on-§.s-#)
accuse,akyz,(a-a.cc-k.u-y.s-z.e-#)
accusé,akyze,(a-a.cc-k.u-y.s-z.é-e)
accusé,akyze,(a-a.cc-k.u-y.s-z.é-e)
accusé,akyze,(a-a.cc-k.u-y.s-z.é-e)
accusent,akyz,(a-a.cc-k.u-y.s-z.e-#.n-#.t-#)
accuser,akyze,(a-a.cc-k.u-y.s-z.er-e)
accuses,akyz,(a-a.cc-k.u-y.s-z.e-#.s-#)
accusés,akyze,(a-a.cc-k.u-y.s-z.é-e.s-#)
acerbe,asERb%,(a-a.c-s.e-E.r-R.b-b.e-%)
acéré,aseRe,(a-a.c-s.é-e.r-R.é-e)
acéré,aseRe,(a-a.c-s.é-e.r-R.é-e)
acérée,aseRe,(a-a.c-s.é-e.r-R.é-e.e-#)
acérées,aseRe,(a-a.c-s.é-e.r-R.é-e.e-#.s-#)
acérés,aseRe,(a-a.c-s.é-e.r-R.é-e.s-#)
achab,akab,(a-a.ch-k.a-a.b-b)
achalandée,aSal@de,(a-a.ch-S.a-a.l-l.an-@.d-d.é-e.e-#)
acharne,aSaRn%,(a-a.ch-S.a-a.r-R.n-n.e-%)
acharné,aSaRne,(a-a.ch-S.a-a.r-R.n-n.é-e)
acharné,aSaRne,(a-a.ch-S.a-a.r-R.n-n.é-e)
acharnée,aSaRne,(a-a.ch-S.a-a.r-R.n-n.é-e.e-#)
acharnées,aSaRne,(a-a.ch-S.a-a.r-R.n-n.é-e.e-#.s-#)
acharnement,aSaRn%m@,(a-a.ch-S.a-a.r-R.n-n.e-%.m-m.en-@.t-#)
acharnent,aSaRn%,(a-a.ch-S.a-a.r-R.n-n.e-%.n-#.t-#)
acharnés,aSaRne,(a-a.ch-S.a-a.r-R.n-n.é-e.s-#)
achat,aSa,(a-a.ch-S.a-a.t-#)
achats,aSa,(a-a.ch-S.a-a.t-#.s-#)
ache,aS,(a-a.ch-S.e-#)
acheminé,aSmine,(a-a.ch-S.e-#.m-m.i-i.n-n.é-e)
acheminée,aSmine,(a-a.ch-S.e-#.m-m.i-i.n-n.é-e.e-#)
acheminement,aSminm@,(a-a.ch-S.e-#.m-m.i-i.n-n.e-#.m-m.en-@.t-#)
acheminer,aSmine,(a-a.ch-S.e-#.m-m.i-i.n-n.er-e)
acheminèrent,aSminER,(a-a.ch-S.e-#.m-m.i-i.n-n.è-E.r-R.e-#.n-#.t-#)
acheta,aSta,(a-a.ch-S.e-#.t-t.a-a)
achetai,aStE,(a-a.ch-S.e-#.t-t.ai-E)
achetaient,aStE,(a-a.ch-S.e-#.t-t.ai-E.e-#.n-#.t-#)
achetait,aStE,(a-a.ch-S.e-#.t-t.ai-E.t-#)
achetâmes,aStam,(a-a.ch-S.e-#.t-t.â-a.m-m.e-#.s-#)
achète,aSEt,(a-a.ch-S.è-E.t-t.e-#)
acheté,aSte,(a-a.ch-S.e-#.t-t.é-e)
achetée,aSte,(a-a.ch-S.e-#.t-t.é-e.e-#)
achetées,aSte,(a-a.ch-S.e-#.t-t.é-e.e-#.s-#)
achètent,aSEt,(a-a.ch-S.è-E.t-t.e-#.n-#.t-#)
acheter,aSte,(a-a.ch-S.e-#.t-t.er-e)
achètera,aSEtRa,(a-a.ch-S.è-E.t-t.e-#.r-R.a-a)
achèterai,aSEtRE,(a-a.ch-S.è-E.t-t.e-#.r-R.ai-E)
achèteraient,aSEtRE,(a-a.ch-S.è-E.t-t.e-#.r-R.ai-E.e-#.n-#.t-#)
achèterait,aSEtRE,(a-a.ch-S.è-E.t-t.e-#.r-R.ai-E.t-#)
achèteras,aSEtRa,(a-a.ch-S.è-E.t-t.e-#.r-R.a-a.s-#)
achetèrent,aStER,(a-a.ch-S.e-#.t-t.è-E.r-R.e-#.n-#.t-#)
achèterez,aSEtRe,(a-a.ch-S.è-E.t-t.e-#.r-R.ez-e)
achèterons,aSEtR§,(a-a.ch-S.è-E.t-t.e-#.r-R.on-§.s-#)
achètes,aSEt,(a-a.ch-S.è-E.t-t.e-#.s-#)
achetés,aSte,(a-a.ch-S.e-#.t-t.é-e.s-#)
acheteur,aSt9R,(a-a.ch-S.e-#.t-t.eu-9.r-R)
acheteurs,aSt9R,(a-a.ch-S.e-#.t-t.eu-9.r-R.s-#)
achetez,aSte,(a-a.ch-S.e-#.t-t.ez-e)
achetiez,aS%tje,(a-a.ch-S.e-%.t-t.i-j.ez-e)
achetions,aS%tj§,(a-a.ch-S.e-%.t-t.i-j.on-§.s-#)
achetons,aSt§,(a-a.ch-S.e-#.t-t.on-§.s-#)
acheva,aSva,(a-a.ch-S.e-#.v-v.a-a)
achevaient,aSvE,(a-a.ch-S.e-#.v-v.ai-E.e-#.n-#.t-#)
achevait,aSvE,(a-a.ch-S.e-#.v-v.ai-E.t-#)
achevant,aSv@,(a-a.ch-S.e-#.v-v.an-@.t-#)
achevât,aSva,(a-a.ch-S.e-#.v-v.â-a.t-#)
achève,aSEv,(a-a.ch-S.è-E.v-v.e-#)
achevé,aSve,(a-a.ch-S.e-#.v-v.é-e)
achevé,aSve,(a-a.ch-S.e-#.v-v.é-e)
achevée,aSve,(a-a.ch-S.e-#.v-v.é-e.e-#)
achevée,aSve,(a-a.ch-S.e-#.v-v.é-e.e-#)
achevées,aSve,(a-a.ch-S.e-#.v-v.é-e.e-#.s-#)
achevées,aSve,(a-a.ch-S.e-#.v-v.é-e.e-#.s-#)
achèvent,aSEv,(a-a.ch-S.è-E.v-v.e-#.n-#.t-#)
achever,aSve,(a-a.ch-S.e-#.v-v.er-e)
achèvera,aSEvRa,(a-a.ch-S.è-E.v-v.e-#.r-R.a-a)
achevèrent,aSvER,(a-a.ch-S.e-#.v-v.è-E.r-R.e-#.n-#.t-#)
achevés,aSve,(a-a.ch-S.e-#.v-v.é-e.s-#)
achevez,aSve,(a-a.ch-S.e-#.v-v.ez-e)
achille,aSil,(a-a.ch-S.ill-il.e-#)
achoppe,aSop,(a-a.ch-S.o-o.pp-p.e-#)
achopper,aSope,(a-a.ch-S.o-o.pp-p.er-e)
acide,asid,(a-a.c-s.i-i.d-d.e-#)
acide,asid,(a-a.c-s.i-i.d-d.e-#)
acides,asid,(a-a.c-s.i-i.d-d.e-#.s-#)
acides,asid,(a-a.c-s.i-i.d-d.e-#.s-#)
acidité,asidite,(a-a.c-s.i-i.d-d.i-i.t-t.é-e)
acidulé,asidyle,(a-a.c-s.i-i.d-d.u-y.l-l.é-e)
acidulés,asidyle,(a-a.c-s.i-i.d-d.u-y.l-l.é-e.s-#)
acier,asje,(a-a.c-s.i-j.er-e)
aciérie,asjeRi,(a-a.c-s.i-j.é-e.r-R.i-i.e-#)
acolyte,akolit,(a-a.c-k.o-o.l-l.y-i.t-t.e-#)
acompte,ak§t,(a-a.c-k.om-§.p-#.t-t.e-#)
aconit,akonit,(a-a.c-k.o-o.n-n.i-i.t-t)
acoustique,akustik,(a-a.c-k.ou-u.s-s.t-t.i-i.qu-k.e-#)
acoustiques,akustik,(a-a.c-k.ou-u.s-s.t-t.i-i.qu-k.e-#.s-#)
acquéreur,akeR9R,(a-a.cqu-k.é-e.r-R.eu-9.r-R)
acquérir,akeRiR,(a-a.cqu-k.é-e.r-R.i-i.r-R)
acquiesça,akjEsa,(a-a.cqu-k.i-j.e-E.sç-s.a-a)
acquiesçai,akjEsE,(a-a.cqu-k.i-j.e-E.sç-s.ai-E)
acquiesce,akjEs,(a-a.cqu-k.i-j.e-E.sc-s.e-#)
acquiescé,akjEse,(a-a.cqu-k.i-j.e-E.sc-s.é-e)
acquiescer,akjese,(a-a.cqu-k.i-j.e-e.sc-s.er-e)
acquis,aki,(a-a.cqu-k.i-i.s-#)
acquis,aki,(a-a.cqu-k.i-i.s-#)
acquise,akiz,(a-a.cqu-k.i-i.s-z.e-#)
acquises,akiz,(a-a.cqu-k.i-i.s-z.e-#.s-#)
acquisition,akizisj§,(a-a.cqu-k.i-i.s-z.i-i.t-s.i-j.on-§)
acquisitions,akizisj§,(a-a.cqu-k.i-i.s-z.i-i.t-s.i-j.on-§.s-#)
acquittai,akitE,(a-a.cqu-k.i-i.tt-t.ai-E)
acquitte,akit,(a-a.cqu-k.i-i.tt-t.e-#)
acquitté,akite,(a-a.cqu-k.i-i.tt-t.é-e)
acquitter,akite,(a-a.cqu-k.i-i.tt-t.er-e)
âcre,AkR%,(â-A.c-k.r-R.e-%)
âcreté,AkR%te,(â-A.c-k.r-R.e-%.t-t.é-e)
acrobate,akRobat,(a-a.c-k.r-R.o-o.b-b.a-a.t-t.e-#)
acrobates,akRobat,(a-a.c-k.r-R.o-o.b-b.a-a.t-t.e-#.s-#)
acrobatie,akRobasi,(a-a.c-k.r-R.o-o.b-b.a-a.t-s.i-i.e-#)
acrobaties,akRobasi,(a-a.c-k.r-R.o-o.b-b.a-a.t-s.i-i.e-#.s-#)
acrobatique,akRobatik,(a-a.c-k.r-R.o-o.b-b.a-a.t-t.i-i.qu-k.e-#)
acrobatiques,akRobatik,(a-a.c-k.r-R.o-o.b-b.a-a.t-t.i-i.qu-k.e-#.s-#)
acrylique,akRilik,(a-a.c-k.r-R.y-i.l-l.i-i.qu-k.e-#)
acte,akt%,(a-a.c-k.t-t.e-%)
actes,akt%,(a-a.c-k.t-t.e-%.s-#)
acteur,akt9R,(a-a.c-k.t-t.eu-9.r-R)
acteurs,akt9R,(a-a.c-k.t-t.eu-9.r-R.s-#)
actif,aktif,(a-a.c-k.t-t.i-i.f-f)
actif,aktif,(a-a.c-k.t-t.i-i.f-f)
actifs,aktif,(a-a.c-k.t-t.i-i.f-f.s-#)
actifs,aktif,(a-a.c-k.t-t.i-i.f-f.s-#)
action,aksj§,(a-a.c-k.t-s.i-j.on-§)
actionnant,aksjon@,(a-a.c-k.t-s.i-j.o-o.nn-n.an-@.t-#)
actionne,aksjon,(a-a.c-k.t-s.i-j.o-o.nn-n.e-#)
actionner,aksjone,(a-a.c-k.t-s.i-j.o-o.nn-n.er-e)
actions,aksj§,(a-a.c-k.t-s.i-j.on-§.s-#)
activait,aktivE,(a-a.c-k.t-t.i-i.v-v.ai-E.t-#)
active,aktiv,(a-a.c-k.t-t.i-i.v-v.e-#)
active,aktiv,(a-a.c-k.t-t.i-i.v-v.e-#)
activement,aktivm@,(a-a.c-k.t-t.i-i.v-v.e-#.m-m.en-@.t-#)
activer,aktive,(a-a.c-k.t-t.i-i.v-v.er-e)
actives,aktiv,(a-a.c-k.t-t.i-i.v-v.e-#.s-#)
activité,aktivite,(a-a.c-k.t-t.i-i.v-v.i-i.t-t.é-e)
activités,aktivite,(a-a.c-k.t-t.i-i.v-v.i-i.t-t.é-e.s-#)
actrice,aktRis,(a-a.c-k.t-t.r-R.i-i.c-s.e-#)
actrices,aktRis,(a-a.c-k.t-t.r-R.i-i.c-s.e-#.s-#)
actualité,akt8alite,(a-a.c-k.t-t.u-8.a-a.l-l.i-i.t-t.é-e)
actualités,akt8alite,(a-a.c-k.t-t.u-8.a-a.l-l.i-i.t-t.é-e.s-#)
actuel,akt8El,(a-a.c-k.t-t.u-8.e-E.l-l)
actuelle,akt8El,(a-a.c-k.t-t.u-8.e-E.ll-l.e-#)
actuellement,akt8Elm@,(a-a.c-k.t-t.u-8.e-E.ll-l.e-#.m-m.en-@.t-#)
actuelles,akt8El,(a-a.c-k.t-t.u-8.e-E.ll-l.e-#.s-#)
actuels,akt8El,(a-a.c-k.t-t.u-8.e-E.l-l.s-#)
acupuncteur,akyp§kt9R,(a-a.c-k.u-y.p-p.un-§.c-k.t-t.eu-9.r-R)
acupuncteurs,akyp§kt9R,(a-a.c-k.u-y.p-p.un-§.c-k.t-t.eu-9.r-R.s-#)
acupuncture,akyp§ktyR,(a-a.c-k.u-y.p-p.un-§.c-k.t-t.u-y.r-R.e-#)
adam,ad@,(a-a.d-d.am-@)
adapta,adapta,(a-a.d-d.a-a.p-p.t-t.a-a)
adaptables,adaptabl%,(a-a.d-d.a-a.p-p.t-t.a-a.b-b.l-l.e-%.s-#)
adaptait,adaptE,(a-a.d-d.a-a.p-p.t-t.ai-E.t-#)
adaptation,adaptasj§,(a-a.d-d.a-a.p-p.t-t.a-a.t-s.i-j.on-§)
adaptations,adaptasj§,(a-a.d-d.a-a.p-p.t-t.a-a.t-s.i-j.on-§.s-#)
adapte,adapt%,(a-a.d-d.a-a.p-p.t-t.e-%)
adapté,adapte,(a-a.d-d.a-a.p-p.t-t.é-e)
adaptée,adapte,(a-a.d-d.a-a.p-p.t-t.é-e.e-#)
adaptées,adapte,(a-a.d-d.a-a.p-p.t-t.é-e.e-#.s-#)
adapter,adapte,(a-a.d-d.a-a.p-p.t-t.er-e)
adaptés,adapte,(a-a.d-d.a-a.p-p.t-t.é-e.s-#)
addition,adisj§,(a-a.dd-d.i-i.t-s.i-j.on-§)
additionne,adisjon,(a-a.dd-d.i-i.t-s.i-j.o-o.nn-n.e-#)
additionné,adisjone,(a-a.dd-d.i-i.t-s.i-j.o-o.nn-n.é-e)
additionner,adisjone,(a-a.dd-d.i-i.t-s.i-j.o-o.nn-n.er-e)
additionnez,adisjone,(a-a.dd-d.i-i.t-s.i-j.o-o.nn-n.ez-e)
additions,adisj§,(a-a.dd-d.i-i.t-s.i-j.on-§.s-#)
